,id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,country_name,iso_country,region_name,iso_region,local_region,municipality,gps_code,iata_code,local_code,keywords
0,3251,HTDA,large_airport,Julius Nyerere International Airport,-6.87811,39.202599,182.0,Tanzania,TZ,Dar-es-Salaam Region,TZ-02,2,Dar es Salaam,HTDA,DAR,,"HTJN, Mwalimu Julius K. Nyerere, Dar es Salaam International Airport"
1,3260,HTZA,large_airport,Abeid Amani Karume International Airport,-6.22202,39.224899,54.0,Tanzania,TZ,Kaskazini Unguja Region,TZ-07,7,Zanzibar,HTZA,ZNZ,,"HTAK, Zanzibar Airport, Kiembi Samaki"
2,3254,HTKJ,medium_airport,Kilimanjaro International Airport,-3.42941,37.074501,2932.0,Tanzania,TZ,Arusha Region,TZ-01,1,Arusha,HTKJ,JRO,,
3,3250,HTAR,medium_airport,Arusha Airport,-3.3677899837493896,36.63330078125,4550.0,Tanzania,TZ,Arusha Region,TZ-01,1,Arusha,HTAR,ARK,,
4,3257,HTMW,medium_airport,Mwanza Airport,-2.4444899559021,32.932701110839844,3763.0,Tanzania,TZ,Mwanza Region,TZ-18,18,Mwanza,HTMW,MWZ,,
5,3258,HTPE,medium_airport,Pemba Airport,-5.25726,39.811401,80.0,Tanzania,TZ,Tanga Region,TZ-25,25,Chake Chake,HTPE,PMA,,"Chake Chake, Karume, Thabit Kombo Jecha, Wawi"
6,32454,HTKA,small_airport,Kigoma Airport,-4.8862,29.6709,2700.0,Tanzania,TZ,Xigoma Region,TZ-08,8,Kigoma,HTKA,TKQ,,
7,32283,HTSN,small_airport,Seronera Airport,-2.45806,34.822498,5080.0,Tanzania,TZ,Mara Region,TZ-13,13,Seronera,HTSN,SEU,,
8,3256,HTMT,medium_airport,Mtwara Airport,-10.336204,40.181997,371.0,Tanzania,TZ,Mtwara Region,TZ-17,17,Mtwara,HTMT,MYW,,
9,3252,HTDO,medium_airport,Dodoma Airport,-6.17044,35.752602,3673.0,Tanzania,TZ,Dodoma Region,TZ-03,3,Dodoma,HTDO,DOD,,
10,318875,HTGW,medium_airport,Songwe Airport,-8.919942,33.273981,4412.0,Tanzania,TZ,Mbeya Region,TZ-14,14,Mbeya,HTGW,MBI,,
11,3253,HTIR,medium_airport,Iringa Airport,-7.66863,35.752102,4678.0,Tanzania,TZ,Iringa Region,TZ-04,4,Nduli,HTIR,IRI,,
12,300757,GTZ,small_airport,Kirawira B Aerodrome,-2.160833,34.225556,3970.0,Tanzania,TZ,Mara Region,TZ-13,13,Grumeti Game Reserve,HTGR,GTZ,,Serengeti National Park
13,3255,HTLM,medium_airport,Lake Manyara Airport,-3.37631,35.818298,4150.0,Tanzania,TZ,Manyara Region,TZ-26,26,Lake Manyara National Park,HTLM,LKY,,
14,31972,HTMU,small_airport,Musoma Airport,-1.503,33.8021,3806.0,Tanzania,TZ,Mara Region,TZ-13,13,Musoma,HTMU,MUZ,,
15,32297,HTSY,small_airport,Shinyanga Airport,-3.6093,33.5035,3800.0,Tanzania,TZ,Shinyanga Region,TZ-22,22,Shinyanga,HTSY,SHY,,
16,31893,HTMA,small_airport,Mafia Airport,-7.917478,39.668502,60.0,Tanzania,TZ,Pwani Region,TZ-19,19,Kilindoni,HTMA,MFA,,
17,42487,HTOL,small_airport,Oltipesi Airport,-4.287732,36.616115,4668.0,Tanzania,TZ,Manyara Region,TZ-26,26,,HTOL,,,
18,318675,TZ-0113,small_airport,Ras Kutani Airport,-6.93512,39.492977,144.0,Tanzania,TZ,Dar-es-Salaam Region,TZ-02,2,Dar es Salaam,,,,
19,318583,TZ-0026,small_airport,Fort Ikoma Airport,-2.080103,34.62952,4412.0,Tanzania,TZ,Mara Region,TZ-13,13,Fort Ikoma,HTFI,,,
20,31881,HTMB,small_airport,Mbeya Airport,-8.919444,33.463889,5600.0,Tanzania,TZ,Mbeya Region,TZ-14,14,Mbeya,HTMB,,,
21,32194,HTMS,small_airport,Moshi Airport,-3.36333,37.3269,2801.0,Tanzania,TZ,Kilimanjaro Region,TZ-09,9,Moshi,HTMS,QSI,,
22,42488,HTUK,small_airport,Nansio Airport,-2.043529987335205,33.06439971923828,4010.0,Tanzania,TZ,Mara Region,TZ-13,13,Ukerewe,HTUK,,,
23,3259,HTTG,medium_airport,Tanga Airport,-5.09236,39.071201,129.0,Tanzania,TZ,Tanga Region,TZ-25,25,Tanga,HTTG,TGT,,
24,30767,HTBU,small_airport,Bukoba Airport,-1.332,31.8212,3784.0,Tanzania,TZ,Kagera Region,TZ-05,5,Bukoba,HTBU,BKZ,,
25,31801,HTLI,small_airport,Lindi Airport,-9.851005,39.75911,100.0,Tanzania,TZ,Lindi Region,TZ-12,12,Lindi,HTLI,LDI,,Kikwetu Airport
26,32426,HTTB,small_airport,Tabora Airport,-5.07639,32.833302,3868.0,Tanzania,TZ,Tabora Region,TZ-24,24,Tabora,HTTB,TBO,,
27,318630,TZ-0069,small_airport,Kagera Sugar Airport,-1.233641,31.327325,3830.0,Tanzania,TZ,Kagera Region,TZ-05,5,,,,,
28,318680,TZ-0118,small_airport,TPC Airport,-3.500144,37.323855,2300.0,Tanzania,TZ,Kilimanjaro Region,TZ-09,9,,,,,
29,318573,TZ-0016,small_airport,Sasakwa Airport,-2.073124,34.510235,4301.0,Tanzania,TZ,Mara Region,TZ-13,13,,,,,
30,318673,TZ-0111,small_airport,North Mara Airport,-1.425761,34.543508,4428.0,Tanzania,TZ,Mara Region,TZ-13,13,,,,,
31,318781,TZ-0123,small_airport,Klein's Camp Airport,-1.775438,35.278282,6300.0,Tanzania,TZ,Mara Region,TZ-13,13,,HTKC,,,
32,318782,TZ-0124,small_airport,Lamai Airport,-1.561738,34.702039,4410.0,Tanzania,TZ,Mara Region,TZ-13,13,,,,,
33,318779,TZ-0121,small_airport,Bushman Airstrip,-9.17479,35.966534,1021.0,Tanzania,TZ,Morogoro Region,TZ-16,16,,,,,
34,318921,TZ-0142,small_airport,Sumbazi Airport,-7.884957,37.678091,750.0,Tanzania,TZ,Morogoro Region,TZ-16,16,,,,,
35,318920,TZ-0141,small_airport,Stieglers Gorge Airport,-7.820084,37.87828,600.0,Tanzania,TZ,Pwani Region,TZ-19,19,,,,,
36,318617,TZ-0056,small_airport,Alliance Airstrip,-2.602346,33.676018,3800.0,Tanzania,TZ,Shinyanga Region,TZ-22,22,,,,,
37,318622,TZ-0061,small_airport,Golden Pride Mines Airport,-4.080354,33.160212,3789.0,Tanzania,TZ,Tabora Region,TZ-24,24,,HTGP,,,
38,318796,TZ-0138,small_airport,Kasense Airport,-5.784903,31.355212,3000.0,Tanzania,TZ,Tabora Region,TZ-24,24,,HTKN,,,
39,318793,TZ-0135,small_airport,Olemilei Airport,-2.40866,35.627164,6000.0,Tanzania,TZ,Arusha Region,TZ-01,1,Arash,,,,
40,318794,TZ-0136,small_airport,Sanzale Airport,-6.471723,38.880082,47.0,Tanzania,TZ,Pwani Region,TZ-19,19,Bagamoyo,HTXX,,,
41,318589,TZ-0030,small_airport,Beho Beho Airstrip,-7.666746,37.927229,393.0,Tanzania,TZ,Pwani Region,TZ-19,19,Beho Beho,HTBO,,,
42,318566,TZ-0009,small_airport,Biharamulo Airport,-2.663273,31.36515,4723.0,Tanzania,TZ,Kagera Region,TZ-05,5,Biharamulo,HTBH,,,
43,318618,TZ-0057,small_airport,Birise Airport,-5.428612,35.166079,4250.0,Tanzania,TZ,Singida Region,TZ-23,23,Birise,,,,
44,318590,TZ-0031,small_airport,Boma Ulanga Airstrip,-8.188467,36.91211,,Tanzania,TZ,Morogoro Region,TZ-16,16,Boma Ulanga,,,,
45,318619,TZ-0058,small_airport,Bulyanhulu Airport,-3.2292,32.473316,3944.0,Tanzania,TZ,Shinyanga Region,TZ-22,22,Bubada,HTBN,,,
46,318659,TZ-0097,small_airport,Buhemba Airport,-1.774223,34.098139,4534.0,Tanzania,TZ,Mwanza Region,TZ-18,18,Buhemba,,,,
47,318870,TZ-0140,small_airport,Buckreef Airport,-3.095158,32.019562,4017.0,Tanzania,TZ,Geita,TZ-31,31,Buseresere,,,,
48,318591,TZ-0032,small_airport,Buturi Airport,-3.199844,34.436504,4730.0,Tanzania,TZ,Shinyanga Region,TZ-22,22,Buturi,,,,
49,525022,HTGE,small_airport,Chato/Geita Airport,-2.74233,31.70683,3898.0,Tanzania,TZ,Geita,TZ-31,31,Chato District,HTGE,GTC,,
